pagecounts-20131101-000003.gz, size 98M
pagecounts-20131101-010000.gz, size 96M
pagecounts-20131101-020000.gz, size 92M
pagecounts-20131101-030000.gz, size 90M
pagecounts-20131101-040011.gz, size 92M
pagecounts-20131101-050000.gz, size 92M
pagecounts-20131101-060011.gz, size 93M
pagecounts-20131101-070001.gz, size 93M
pagecounts-20131101-080000.gz, size 97M
pagecounts-20131101-090009.gz, size 97M
pagecounts-20131101-100001.gz, size 102M
pagecounts-20131101-110000.gz, size 105M
pagecounts-20131101-120000.gz, size 102M
pagecounts-20131101-130001.gz, size 101M
pagecounts-20131101-140000.gz, size 105M
pagecounts-20131101-150000.gz, size 104M
pagecounts-20131101-160005.gz, size 101M
pagecounts-20131101-170001.gz, size 100M
pagecounts-20131101-180002.gz, size 101M
pagecounts-20131101-190000.gz, size 104M
pagecounts-20131101-200000.gz, size 101M
pagecounts-20131101-210000.gz, size 98M
pagecounts-20131101-220003.gz, size 98M
pagecounts-20131101-230000.gz, size 92M
pagecounts-20131102-000000.gz, size 92M
pagecounts-20131102-010000.gz, size 89M
pagecounts-20131102-020011.gz, size 88M
pagecounts-20131102-030000.gz, size 87M
pagecounts-20131102-040002.gz, size 89M
pagecounts-20131102-050000.gz, size 89M
pagecounts-20131102-060000.gz, size 88M
pagecounts-20131102-070000.gz, size 89M
pagecounts-20131102-080000.gz, size 92M
pagecounts-20131102-090012.gz, size 97M
pagecounts-20131102-100000.gz, size 98M
pagecounts-20131102-110000.gz, size 101M
pagecounts-20131102-120000.gz, size 102M
pagecounts-20131102-130001.gz, size 106M
pagecounts-20131102-140000.gz, size 106M
pagecounts-20131102-150000.gz, size 102M
pagecounts-20131102-160000.gz, size 104M
pagecounts-20131102-170000.gz, size 102M
pagecounts-20131102-180000.gz, size 101M
pagecounts-20131102-190001.gz, size 102M
pagecounts-20131102-200005.gz, size 99M
pagecounts-20131102-210000.gz, size 94M
pagecounts-20131102-220000.gz, size 93M
pagecounts-20131102-230000.gz, size 93M
pagecounts-20131103-000000.gz, size 92M
pagecounts-20131103-010000.gz, size 85M
pagecounts-20131103-020001.gz, size 83M
pagecounts-20131103-030010.gz, size 83M
pagecounts-20131103-040000.gz, size 83M
pagecounts-20131103-050000.gz, size 80M
pagecounts-20131103-060000.gz, size 82M
pagecounts-20131103-070000.gz, size 86M
pagecounts-20131103-080000.gz, size 88M
pagecounts-20131103-090011.gz, size 90M
pagecounts-20131103-100000.gz, size 92M
pagecounts-20131103-110000.gz, size 98M
pagecounts-20131103-120001.gz, size 101M
pagecounts-20131103-130000.gz, size 101M
pagecounts-20131103-140000.gz, size 100M
pagecounts-20131103-150000.gz, size 97M
pagecounts-20131103-160001.gz, size 102M
pagecounts-20131103-170001.gz, size 104M
pagecounts-20131103-180016.gz, size 102M
pagecounts-20131103-190000.gz, size 100M
pagecounts-20131103-200000.gz, size 97M
pagecounts-20131103-210005.gz, size 96M
pagecounts-20131103-220012.gz, size 95M
pagecounts-20131103-230002.gz, size 91M
pagecounts-20131104-000000.gz, size 90M
pagecounts-20131104-010000.gz, size 88M
pagecounts-20131104-020001.gz, size 82M
pagecounts-20131104-030002.gz, size 81M
pagecounts-20131104-040000.gz, size 83M
pagecounts-20131104-050000.gz, size 84M
pagecounts-20131104-060000.gz, size 82M
pagecounts-20131104-070000.gz, size 88M
pagecounts-20131104-080001.gz, size 93M
pagecounts-20131104-090008.gz, size 98M
pagecounts-20131104-100000.gz, size 100M
pagecounts-20131104-110000.gz, size 102M
pagecounts-20131104-120001.gz, size 102M
pagecounts-20131104-130000.gz, size 101M
pagecounts-20131104-140000.gz, size 102M
pagecounts-20131104-150001.gz, size 103M
pagecounts-20131104-160002.gz, size 103M
pagecounts-20131104-170002.gz, size 103M
pagecounts-20131104-180003.gz, size 102M
pagecounts-20131104-190000.gz, size 95M
pagecounts-20131104-200002.gz, size 99M
pagecounts-20131104-210015.gz, size 97M
pagecounts-20131104-220001.gz, size 95M
pagecounts-20131104-230006.gz, size 90M
pagecounts-20131105-000001.gz, size 84M
pagecounts-20131105-010001.gz, size 84M
pagecounts-20131105-020000.gz, size 79M
pagecounts-20131105-030000.gz, size 80M
pagecounts-20131105-040011.gz, size 81M
pagecounts-20131105-050000.gz, size 81M
pagecounts-20131105-060000.gz, size 80M
pagecounts-20131105-070000.gz, size 85M
pagecounts-20131105-080000.gz, size 88M
pagecounts-20131105-090000.gz, size 92M
pagecounts-20131105-100000.gz, size 98M
pagecounts-20131105-110009.gz, size 98M
pagecounts-20131105-120000.gz, size 101M
pagecounts-20131105-130015.gz, size 102M
pagecounts-20131105-140002.gz, size 99M
pagecounts-20131105-150001.gz, size 100M
pagecounts-20131105-160000.gz, size 101M
pagecounts-20131105-170000.gz, size 102M
pagecounts-20131105-180007.gz, size 98M
pagecounts-20131105-190001.gz, size 96M
pagecounts-20131105-200000.gz, size 99M
pagecounts-20131105-210015.gz, size 97M
pagecounts-20131105-220001.gz, size 92M
pagecounts-20131105-230003.gz, size 86M
pagecounts-20131106-000000.gz, size 82M
pagecounts-20131106-010002.gz, size 78M
pagecounts-20131106-020001.gz, size 80M
pagecounts-20131106-030000.gz, size 85M
pagecounts-20131106-040001.gz, size 85M
pagecounts-20131106-050000.gz, size 88M
pagecounts-20131106-060000.gz, size 89M
pagecounts-20131106-070001.gz, size 90M
pagecounts-20131106-080012.gz, size 95M
pagecounts-20131106-090013.gz, size 100M
pagecounts-20131106-100010.gz, size 103M
pagecounts-20131106-110001.gz, size 106M
pagecounts-20131106-120016.gz, size 103M
pagecounts-20131106-130000.gz, size 102M
pagecounts-20131106-140001.gz, size 102M
pagecounts-20131106-150000.gz, size 97M
pagecounts-20131106-160011.gz, size 101M
pagecounts-20131106-170002.gz, size 104M
pagecounts-20131106-180000.gz, size 100M
pagecounts-20131106-190015.gz, size 96M
pagecounts-20131106-200000.gz, size 100M
pagecounts-20131106-210000.gz, size 98M
pagecounts-20131106-220000.gz, size 95M
pagecounts-20131106-230014.gz, size 90M
pagecounts-20131107-000000.gz, size 85M
pagecounts-20131107-010000.gz, size 81M
pagecounts-20131107-020001.gz, size 79M
pagecounts-20131107-030000.gz, size 83M
pagecounts-20131107-040012.gz, size 83M
