pagecounts-20120501-000000.gz, size 69M
pagecounts-20120501-010000.gz, size 67M
pagecounts-20120501-020000.gz, size 67M
pagecounts-20120501-030000.gz, size 66M
pagecounts-20120501-040000.gz, size 67M
pagecounts-20120501-050000.gz, size 77M
pagecounts-20120501-060000.gz, size 75M
pagecounts-20120501-070000.gz, size 80M
pagecounts-20120501-080001.gz, size 82M
pagecounts-20120501-090000.gz, size 85M
pagecounts-20120501-100000.gz, size 87M
pagecounts-20120501-110000.gz, size 86M
pagecounts-20120501-120000.gz, size 88M
pagecounts-20120501-130000.gz, size 92M
pagecounts-20120501-140000.gz, size 97M
pagecounts-20120501-150000.gz, size 100M
pagecounts-20120501-160000.gz, size 98M
pagecounts-20120501-170000.gz, size 94M
pagecounts-20120501-180000.gz, size 93M
pagecounts-20120501-190000.gz, size 89M
pagecounts-20120501-200000.gz, size 89M
pagecounts-20120501-210000.gz, size 88M
pagecounts-20120501-220001.gz, size 83M
pagecounts-20120501-230000.gz, size 77M
pagecounts-20120502-000000.gz, size 72M
pagecounts-20120502-010000.gz, size 71M
pagecounts-20120502-020000.gz, size 70M
pagecounts-20120502-030000.gz, size 71M
pagecounts-20120502-040000.gz, size 73M
pagecounts-20120502-050000.gz, size 78M
pagecounts-20120502-060000.gz, size 77M
pagecounts-20120502-070000.gz, size 77M
pagecounts-20120502-080000.gz, size 80M
pagecounts-20120502-090000.gz, size 83M
pagecounts-20120502-100000.gz, size 85M
pagecounts-20120502-110000.gz, size 88M
pagecounts-20120502-120001.gz, size 91M
pagecounts-20120502-130000.gz, size 96M
pagecounts-20120502-140000.gz, size 96M
pagecounts-20120502-150000.gz, size 97M
pagecounts-20120502-160000.gz, size 97M
pagecounts-20120502-170000.gz, size 93M
pagecounts-20120502-180000.gz, size 92M
pagecounts-20120502-190000.gz, size 89M
pagecounts-20120502-200000.gz, size 90M
pagecounts-20120502-210000.gz, size 86M
pagecounts-20120502-220000.gz, size 79M
pagecounts-20120502-230000.gz, size 74M
pagecounts-20120503-000000.gz, size 68M
pagecounts-20120503-010001.gz, size 71M
pagecounts-20120503-020000.gz, size 73M
pagecounts-20120503-030000.gz, size 76M
pagecounts-20120503-040000.gz, size 74M
pagecounts-20120503-050000.gz, size 73M
pagecounts-20120503-060000.gz, size 75M
pagecounts-20120503-070000.gz, size 76M
pagecounts-20120503-080000.gz, size 84M
pagecounts-20120503-090000.gz, size 85M
