pagecounts-20130201-000000.gz, size 85M
pagecounts-20130201-010000.gz, size 93M
pagecounts-20130201-020000.gz, size 86M
pagecounts-20130201-030000.gz, size 86M
pagecounts-20130201-040000.gz, size 82M
pagecounts-20130201-050000.gz, size 81M
pagecounts-20130201-060000.gz, size 82M
pagecounts-20130201-070000.gz, size 86M
pagecounts-20130201-080001.gz, size 92M
pagecounts-20130201-090000.gz, size 95M
pagecounts-20130201-100000.gz, size 97M
pagecounts-20130201-110000.gz, size 101M
pagecounts-20130201-120000.gz, size 106M
pagecounts-20130201-130000.gz, size 98M
pagecounts-20130201-140000.gz, size 102M
pagecounts-20130201-150000.gz, size 105M
pagecounts-20130201-160000.gz, size 106M
pagecounts-20130201-170000.gz, size 107M
pagecounts-20130201-180000.gz, size 105M
pagecounts-20130201-190001.gz, size 105M
pagecounts-20130201-200000.gz, size 102M
pagecounts-20130201-210000.gz, size 101M
pagecounts-20130201-220000.gz, size 100M
pagecounts-20130201-230000.gz, size 95M
pagecounts-20130202-000000.gz, size 87M
pagecounts-20130202-010000.gz, size 87M
pagecounts-20130202-020000.gz, size 81M
pagecounts-20130202-030000.gz, size 78M
pagecounts-20130202-040000.gz, size 77M
pagecounts-20130202-050000.gz, size 78M
pagecounts-20130202-060000.gz, size 78M
pagecounts-20130202-070001.gz, size 80M
pagecounts-20130202-080000.gz, size 84M
pagecounts-20130202-090000.gz, size 89M
pagecounts-20130202-100000.gz, size 96M
pagecounts-20130202-110000.gz, size 96M
pagecounts-20130202-120000.gz, size 94M
pagecounts-20130202-130000.gz, size 95M
pagecounts-20130202-140000.gz, size 98M
pagecounts-20130202-150000.gz, size 99M
pagecounts-20130202-160000.gz, size 102M
pagecounts-20130202-170000.gz, size 102M
pagecounts-20130202-180001.gz, size 102M
pagecounts-20130202-190000.gz, size 99M
pagecounts-20130202-200000.gz, size 97M
pagecounts-20130202-210000.gz, size 100M
pagecounts-20130202-220000.gz, size 97M
pagecounts-20130202-230000.gz, size 95M
pagecounts-20130203-000000.gz, size 89M
pagecounts-20130203-010000.gz, size 83M
pagecounts-20130203-020000.gz, size 80M
pagecounts-20130203-030000.gz, size 80M
pagecounts-20130203-040000.gz, size 80M
pagecounts-20130203-050001.gz, size 82M
pagecounts-20130203-060000.gz, size 81M
pagecounts-20130203-070000.gz, size 83M
pagecounts-20130203-080000.gz, size 90M
pagecounts-20130203-090000.gz, size 88M
pagecounts-20130203-100000.gz, size 92M
pagecounts-20130203-110000.gz, size 96M
pagecounts-20130203-120000.gz, size 101M
pagecounts-20130203-130000.gz, size 103M
pagecounts-20130203-140000.gz, size 106M
pagecounts-20130203-150000.gz, size 108M
pagecounts-20130203-160001.gz, size 110M
pagecounts-20130203-170000.gz, size 111M
pagecounts-20130203-180000.gz, size 110M
pagecounts-20130203-190000.gz, size 107M
pagecounts-20130203-200000.gz, size 104M
pagecounts-20130203-210000.gz, size 102M
pagecounts-20130203-220000.gz, size 99M
pagecounts-20130203-230000.gz, size 96M
pagecounts-20130204-000000.gz, size 86M
pagecounts-20130204-010000.gz, size 81M
pagecounts-20130204-020000.gz, size 78M
pagecounts-20130204-030001.gz, size 78M
pagecounts-20130204-040000.gz, size 78M
pagecounts-20130204-050000.gz, size 77M
pagecounts-20130204-060000.gz, size 82M
pagecounts-20130204-070000.gz, size 85M
pagecounts-20130204-080000.gz, size 87M
pagecounts-20130204-090000.gz, size 94M
pagecounts-20130204-100000.gz, size 100M
pagecounts-20130204-110000.gz, size 104M
pagecounts-20130204-120000.gz, size 105M
pagecounts-20130204-130000.gz, size 111M
pagecounts-20130204-140001.gz, size 112M
pagecounts-20130204-150000.gz, size 115M
pagecounts-20130204-160000.gz, size 114M
pagecounts-20130204-170000.gz, size 112M
pagecounts-20130204-180000.gz, size 107M
pagecounts-20130204-190000.gz, size 105M
pagecounts-20130204-200000.gz, size 104M
pagecounts-20130204-210000.gz, size 103M
pagecounts-20130204-220000.gz, size 101M
pagecounts-20130204-230000.gz, size 95M
pagecounts-20130205-000000.gz, size 89M
pagecounts-20130205-010001.gz, size 92M
pagecounts-20130205-020000.gz, size 94M
pagecounts-20130205-030000.gz, size 93M
pagecounts-20130205-040000.gz, size 92M
pagecounts-20130205-050000.gz, size 91M
pagecounts-20130205-060000.gz, size 87M
pagecounts-20130205-070000.gz, size 86M
pagecounts-20130205-080000.gz, size 88M
pagecounts-20130205-090000.gz, size 96M
pagecounts-20130205-100000.gz, size 98M
pagecounts-20130205-110000.gz, size 101M
pagecounts-20130205-120001.gz, size 102M
pagecounts-20130205-130000.gz, size 106M
pagecounts-20130205-140000.gz, size 109M
pagecounts-20130205-150000.gz, size 113M
pagecounts-20130205-160000.gz, size 115M
pagecounts-20130205-170000.gz, size 113M
pagecounts-20130205-180000.gz, size 109M
pagecounts-20130205-190000.gz, size 109M
pagecounts-20130205-200000.gz, size 109M
pagecounts-20130205-210000.gz, size 106M
